Actor1Name,Action_menée,Actor2Name,ActionGeo_Fullname,SQLDATE,Sentiment,Type_Evènement,Impact_Evènement
ACTOR,Torturer,PRISONER,Benin,20250317,Positif,Conflit matériel,Evènement très déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement impartial
BENIN,Recevoir une visite officielle,AUTHORITIES,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
DEPUTIES,Enquêter (non spécifié),GOVERNMENT,"Karimama, Alibori, Benin",20250317,Positif,Coopération matérielle,Evènement déstabilisant
EXILES,Faire une déclaration publique (non spécifié ailleurs),KOMI,Benin,20250317,Positif,Coopération verbale,Evènement impartial
NIGERIA,Coopération économique,TOGO,Benin,20250317,Négatif,Coopération matérielle,Evènement très stabilisant
NIGERIA,Coopération économique,BENIN,Benin,20250317,Négatif,Coopération matérielle,Evènement très stabilisant
NIGERIA,Coopération économique,NIGER,Benin,20250317,Négatif,Coopération matérielle,Evènement très stabilisant
BENIN,Assurer une médiation,GOVERNMENT OFFICIAL,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),PRESIDENT,Benin,20250317,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Faire une déclaration publique (non spécifié ailleurs),NIGERIA,Benin,20250317,Positif,Coopération verbale,Evènement impartial
DAHOMEY,Action administrative coercitive,Inconnu,Benin,20250317,Positif,Conflit verbal,Evènement très déstabilisant
DAHOMEY,Action administrative coercitive,Inconnu,Benin,20250317,Positif,Conflit verbal,Evènement très déstabilisant
BENIN,S'engager dans une négociation formelle,SCHOOL,Benin,20250317,Positif,Coopération verbale,Evènement très stabilisant
SCHOOL,Fournir une aide économique,BENIN,Benin,20250317,Positif,Coopération matérielle,Evènement très stabilisant
SCHOOL,S'engager dans une négociation formelle,BENIN,Benin,20250317,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Effectuer une visite officielle,PUPIL,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
PUPIL,Recevoir une visite officielle,Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
PUPIL,Réprimander ou blâmer,Inconnu,Benin,20250317,Positif,Conflit verbal,Evènement déstabilisant
AMBASSADOR,Louer ou approuver,BENIN,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
COMPANY,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement impartial
BENIN,Louer ou approuver,Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
COMPANY,Louer ou approuver,BENIN,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
EXTREMIST,Menacer d'utiliser la force,Inconnu,Benin,20250317,Négatif,Conflit verbal,Evènement très déstabilisant
LAWYER,Louer ou approuver,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Recevoir une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
UNITED STATES,Recevoir une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,TOGO,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,AFRICA,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Appel aux autres à se rencontrer ou négocier,Inconnu,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,Inconnu,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,UNITED STATES,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Effectuer une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
TOGO,Recevoir une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Recevoir une visite officielle,AFRICA,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
AFRICA,Effectuer une visite officielle,BENIN,"Ouidah, Atlantique, Benin",20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN CITY,Escarmouches frontalières,Inconnu,Benin,20250317,Positif,Conflit matériel,Evènement très déstabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
LAWYER,Louer ou approuver,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
GOVERNANCE,Critiquer ou condamner,Inconnu,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Menacer (non spécifié),BANK,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
COMMERCIAL BANK,Consulter (non spécifié),GOVERNMENT,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),GOVERNMENT,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
COTONOU,Critiquer ou condamner,AFRICA,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
PROTESTER,Engagement de troupes au sol,Inconnu,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
TRAFFICKER,Confisquer des biens privés,Inconnu,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
COMMUNITY,Enquêter (non spécifié),BENIN,Benin,20250317,Négatif,Coopération matérielle,Evènement déstabilisant
POLICE,Torturer,BUSINESS,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
BUSINESS,Pardonner,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement très stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement impartial
BUSINESS,Porter des accusations,POLICE,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
COMMUNITY,Enquêter (non spécifié),BENIN,Benin,20250317,Négatif,Coopération matérielle,Evènement déstabilisant
COMMUNITY,Enquêter (non spécifié),ATTORNEY,Benin,20250317,Négatif,Coopération matérielle,Evènement déstabilisant
CRIMINAL,Consulter (non spécifié),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Louer ou approuver,BENIN,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Louer ou approuver,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
LAWYER,Louer ou approuver,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
CRIMINAL,Menacer (non spécifié),Inconnu,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Louer ou approuver,DEMOCRATIC PARTY,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
CRIMINAL,Menacer (non spécifié),Inconnu,Benin,20250317,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Torturer,GOVERNMENT,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Réduire ou rompre l'aide matérielle,STATE GOVERNOR,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
GOVERNMENT,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
DEMOCRATIC PARTY,Louer ou approuver,Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement impartial
OPERATIVE,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
JUDGE,Louer ou approuver,GOVERNMENT,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
CRIMINAL,Consulter (non spécifié),Inconnu,Benin,20250317,Négatif,Coopération verbale,Evènement stabilisant
GOVERNMENT,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
COTONOU,Consulter (non spécifié),CHOISEUL,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
CHOISEUL,Consulter (non spécifié),COTONOU,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Coopération économique,Inconnu,Benin,20250317,Positif,Coopération matérielle,Evènement très stabilisant
CHOISEUL,Consulter (non spécifié),BANK,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
BANK,Fournir une aide économique,Inconnu,Benin,20250317,Positif,Coopération matérielle,Evènement très stabilisant
BENIN,Code inconnu (331),Inconnu,Benin,20250317,Positif,Coopération verbale,Evènement très stabilisant
BENIN,Fournir une aide humanitaire,Inconnu,Benin,20250317,Positif,Coopération matérielle,Evènement très stabilisant
CHOISEUL,Fournir une aide économique,BANK,Benin,20250317,Positif,Coopération matérielle,Evènement très stabilisant
AFRICA,Faire un appel ou une demande (non spécifié ailleurs),AFRICA,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
BANK,Consulter (non spécifié),CHOISEUL,Benin,20250317,Positif,Coopération verbale,Evènement stabilisant
BENIN,Torturer,BENIN,Benin,20250317,Négatif,Conflit matériel,Evènement très déstabilisant
ABDUCTOR,Invasion,CATHOLIC,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
CATHOLIC,Combattre (non spécifié),GOVERNMENT,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
ABDUCTOR,Invasion,GOVERNMENT,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
ABDUCTOR,Invasion,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
STUDENT,Désapprouver (non spécifié),Inconnu,Benin,20250318,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Code inconnu (841),Inconnu,Benin,20250318,Négatif,Coopération matérielle,Evènement très stabilisant
ABDUCTOR,Combattre (non spécifié),GOVERNMENT,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Combattre (non spécifié),GOVERNMENT,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Torturer,NIGERIA,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Enquêter (non spécifié),Inconnu,Benin,20250318,Négatif,Coopération matérielle,Evènement déstabilisant
BENIN,Torturer,GOVERNMENT OFFICIAL,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
GOVERNMENT OFFICIAL,Torturer,NIGERIA,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
OPERATIVE,Torturer,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN CITY,Torturer,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Torturer,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
NIGERIA,Torturer,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
BENIN,Torturer,BENIN,Benin,20250318,Négatif,Conflit matériel,Evènement très déstabilisant
NIGERIA,Enquêter (non spécifié),BENIN,Benin,20250318,Négatif,Coopération matérielle,Evènement déstabilisant
BENIN,Enquêter (non spécifié),UNIVERSITY,Benin,20250318,Négatif,Coopération matérielle,Evènement déstabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
JAPAN,Rejeter (non spécifié),Inconnu,Benin,20250318,Négatif,Conflit verbal,Evènement déstabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,KING,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,KING,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
JAPAN,Rejeter (non spécifié),Inconnu,Benin,20250318,Négatif,Conflit verbal,Evènement déstabilisant
BENIN,Faire une déclaration publique (non spécifié ailleurs),REFUGEE,Benin,20250318,Positif,Coopération verbale,Evènement impartial
COMMUNITY,Exprimer l'intention de se rencontrer ou de négocier,Inconnu,Benin,20250318,Positif,Coopération verbale,Evènement stabilisant
BENIN,Exprimer l'intention de se rencontrer ou de négocier,COMMUNITY,Benin,20250318,Positif,Coopération verbale,Evènement stabilisant
DEMOCRATIC PARTY,Louer ou approuver,Inconnu,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
NIGERIA,Louer ou approuver,DEMOCRATIC PARTY,Benin,20250318,Négatif,Coopération verbale,Evènement stabilisant
OHIO,Recevoir une visite officielle,BENIN CITY,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
POLICE,Torturer,KIDNAPPER,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
PUBLIC RELATIONS OFFICER,Faire une déclaration publique (non spécifié ailleurs),BENIN CITY,Benin,20250318,Neutre,Coopération verbale,Evènement impartial
BENIN,Enquêter (non spécifié),Inconnu,Benin,20250318,Neutre,Coopération matérielle,Evènement déstabilisant
NIGERIA,Combattre (non spécifié),PRIEST,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Enquêter (non spécifié),NIGERIA,Benin,20250318,Neutre,Coopération matérielle,Evènement déstabilisant
BENIN,Enquêter (non spécifié),UNIVERSITY,Benin,20250318,Neutre,Coopération matérielle,Evènement déstabilisant
NIGERIA,Combattre (non spécifié),PRIEST,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Enquêter (non spécifié),NIGERIA,Benin,20250318,Neutre,Coopération matérielle,Evènement déstabilisant
DEPUTIES,Effectuer une visite officielle,KING,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
DEPUTIES,Effectuer une visite officielle,JAPAN,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
JAPAN,Rejeter (non spécifié),Inconnu,Benin,20250318,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Torturer,BENIN,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
COMMERCIAL BANK,Consulter (non spécifié),GOVERNMENT,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Consulter (non spécifié),GOVERNMENT,Benin,20250318,Neutre,Coopération verbale,Evènement stabilisant
BENIN,Menacer (non spécifié),BANK,Benin,20250318,Neutre,Conflit verbal,Evènement déstabilisant
BENIN,Torturer,GOVERNMENT,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
BENIN,Torturer,GOVERNMENT OFFICIAL,Benin,20250318,Neutre,Conflit matériel,Evènement très déstabilisant
